"PostID","AuthorId","Author","Avatar","Content","Comments","Url","Posted At","Comment Count","Reaction Count","Shared Count"
"122135412812565306","61566959186323","The Shield","https://scontent.fcai19-8.fna.fbcdn.net/v/t39.30808-1/462238570_2634043523463216_981530655398363404_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=hjI0DBeyWnYQ7kNvwHXHKgA&_nc_oc=AdkqbHHu-ZWgc4QIGu8o_W2x2GZb3jBIoCX3qYSbIFhCMGIobCcYwILXLA5NGiXMmz8&_nc_zt=24&_nc_ht=scontent.fcai19-8.fna&_nc_gid=EkqTaDrmNI09efo8NDjr-g&oh=00_AfhgokwGavSylt5-9UwxXugW35SgdRDI35_vq499wnokDw&oe=692A5BD2","جهاز إنذار الحريق
احمِ نفسك وممتلكاتك مع جهاز إنذار الحريق! 🔥
نحن في شركة الدرع 🛡متخصصون في تركيب أنظمة إنذار الحريق للمحلات، المؤسسات، والمنازل.
فوائد النظام:
 • حماية الحياة
 • تقليل الأضرار
 • الامتثال للمعايير

شاهد بعض أعمالنا في التعليقات! 📹

📩 للتواصل معنا، يمكنكم إرسال رسالة عبر الصفحة أو الاتصال على الرقم: 0915564024 📞.
#الدرع_أمانك
#الدرع #بنغازي #ليبيا #شبكات #كاميرات #أجهزة_إنذار
with a Photo: https://www.facebook.com/photo/?fbid=122135412632565306&set=a.122096861504565306","","https://www.facebook.com/TheShieldLY/posts/pfbid02WJDSqhDCX73ugo9gW4bfpb45UQeZfdBBEbWze1V4U1WjjVdtoWGUX6yvAKSnsQdGl","2025-01-26 18:04:42","2","4","0"
"122134741334565306","61566959186323","The Shield","https://scontent.fcai19-8.fna.fbcdn.net/v/t39.30808-1/462238570_2634043523463216_981530655398363404_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=hjI0DBeyWnYQ7kNvwHXHKgA&_nc_oc=AdkqbHHu-ZWgc4QIGu8o_W2x2GZb3jBIoCX3qYSbIFhCMGIobCcYwILXLA5NGiXMmz8&_nc_zt=24&_nc_ht=scontent.fcai19-8.fna&_nc_gid=EkqTaDrmNI09efo8NDjr-g&oh=00_AfhgokwGavSylt5-9UwxXugW35SgdRDI35_vq499wnokDw&oe=692A5BD2","شن الفرق بين كاميرات العادية وكاميرات IP
🔍 هل تعرف الفرق بين الكاميرات العادية وكاميرات IP؟ 🤔

كاميرات العادية DVR:
التوصيل: تتصل عبر كابلات coaxial.
التخزين: تحتاج إلى DVR (مسجل فيديو رقمي) لتخزين الفيديو.
الدقة: غالبًا ما تكون دقتها أقل مقارنة بكاميرات IP.
التحكم: تفتقر إلى ميزات التحكم عن بُعد، ويمكن التحكم بها فقط محليًا.

كاميرات IP NVR:
التوصيل: تتصل عبر شبكة الإنترنت (كوابل انترنت)، مما يسهل الوصول إليها من أي مكان.
التخزين: تدعم التخزين السحابي أو التخزين على الشبكة (NAS).
الدقة: توفر دقة عالية وجودة فيديو أفضل، مع إمكانية تسجيل فيديو بدقة 4K.
التحكم: يمكن التحكم بها remotely عبر التطبيقات أو المتصفح، مما يمنحك مرونة أكبر في المراقبة.

لماذا تختار كاميرات IP؟
أمان متقدم: توفر حماية أفضل مع ميزات مثل التشفير.
سهولة الاستخدام: إمكانية الوصول إلى الفيديو المباشر من أي مكان.
توسيع النظام: يمكن إضافة المزيد من الكاميرات بسهولة إلى النظام.

📩 للتواصل معنا، يمكنكم إرسال رسالة عبر الصفحة أو الاتصال على الرقم: 0915564024 📞.
#الدرع_أمانك
#الدرع #بنغازي #ليبيا #شبكات #كاميرات #أجهزة_إنذار
with a Photo: https://www.facebook.com/photo/?fbid=122134741046565306&set=a.122096861504565306","","https://www.facebook.com/TheShieldLY/posts/pfbid034mm8dsV6GeRRcXmKVdPLruT3TNynkj7sJZPgnXYnpxj1GQA1EuDT6cLWxLLWY2pGl","2025-01-23 18:51:08","0","2","0"
"122134112474565306","61566959186323","The Shield","https://scontent.fcai19-8.fna.fbcdn.net/v/t39.30808-1/462238570_2634043523463216_981530655398363404_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=hjI0DBeyWnYQ7kNvwHXHKgA&_nc_oc=AdkqbHHu-ZWgc4QIGu8o_W2x2GZb3jBIoCX3qYSbIFhCMGIobCcYwILXLA5NGiXMmz8&_nc_zt=24&_nc_ht=scontent.fcai19-8.fna&_nc_gid=dcjVU7w6fWeCkUyrLmAiJQ&oh=00_AfjFQx9qiVdlNwjj4fYvQc-vB6FveKaAv_vY-xULPMbM8Q&oe=692A5BD2","✨ الإضاءة المناسبة تعزز من جمالية المكان، تحسن من تجربة العملاء، وتزيد من المبيعات! في شركة الدرع، نقدم لك خدمة تركيب وتوزيع الإضاءة بشكل احترافي في أي مؤسسة. 💡

📩 للتواصل معنا، يمكنكم إرسال رسالة عبر الصفحة أو الاتصال على الرقم: 0915564024 📞.
#الدرع_أمانك
#الدرع #بنغازي #ليبيا #شبكات #كاميرات #أجهزة_إنذار #اضاءة","","https://www.facebook.com/reel/952257486971047/","2025-01-20 17:15:11","0","4","0"
"122133712790565306","61566959186323","The Shield","https://scontent.fcai19-8.fna.fbcdn.net/v/t39.30808-1/462238570_2634043523463216_981530655398363404_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=hjI0DBeyWnYQ7kNvwHXHKgA&_nc_oc=AdkqbHHu-ZWgc4QIGu8o_W2x2GZb3jBIoCX3qYSbIFhCMGIobCcYwILXLA5NGiXMmz8&_nc_zt=24&_nc_ht=scontent.fcai19-8.fna&_nc_gid=dcjVU7w6fWeCkUyrLmAiJQ&oh=00_AfjFQx9qiVdlNwjj4fYvQc-vB6FveKaAv_vY-xULPMbM8Q&oe=692A5BD2","الجرس الذكي 🔔 (Intercom) في شركة الدرع 🛡

في شركة الدرع، نقدم لك خدمة تركيب الجرس الذكي، سواء من التأسيس أو كتركيب إضافي، حسب المواصفات التي تناسبك.
🌟مميزات الجرس الذكي:
◽️ تواصل سهل: يمكنك التواصل مع الزوار بسهولة من أي مكان في المنزل.
◽️ أمان إضافي: يوفر رؤية واضحة للزوار، مما يعزز الأمان.
◽️ تحكم ذكي: إمكانية فتح الأبواب عن بُعد عبر تطبيق الهاتف.
◽️ تصميم عصري: يتناسب مع ديكور منزلك ويعزز من مظهره.
◽️ إشعارات فورية: تنبيهات عند الضغط على الجرس، مما يضمن عدم تفويت أي زيارة.

🤔لماذا يعتبر الجرس الذكي مهمًا لك؟
◽️ تعزيز الأمان: يمكنك مراقبة من يزورك قبل فتح الباب.
◽️ الراحة: لا داعي للذهاب إلى الباب، يمكنك التحكم عن بُعد.
◽️ توفير الوقت: سهولة التواصل مع الزوار دون الحاجة للخروج من الغرفة.

📩 للتواصل معنا، يمكنكم إرسال رسالة عبر الصفحة أو الاتصال على الرقم: 0915564024 📞.

#الدرع_أمانك
#الدرع #بنغازي #ليبيا #شبكات #كاميرات #أجهزة_إنذار #جرس_ذكي #Intercom
with a Photo: https://www.facebook.com/photo/?fbid=122133712736565306&set=a.122096861504565306","","https://www.facebook.com/TheShieldLY/posts/pfbid0aPK2Nue5SZrkHhPEABbe8Z5Tu5m5nkkDQqUWyVfntRgu6cyLEKtSLhfvnKE71JYJl","2025-01-18 22:52:50","0","1","0"
"122128435004565306","61566959186323","The Shield","https://scontent.fcai19-8.fna.fbcdn.net/v/t39.30808-1/462238570_2634043523463216_981530655398363404_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=hjI0DBeyWnYQ7kNvwHXHKgA&_nc_oc=AdkqbHHu-ZWgc4QIGu8o_W2x2GZb3jBIoCX3qYSbIFhCMGIobCcYwILXLA5NGiXMmz8&_nc_zt=24&_nc_ht=scontent.fcai19-8.fna&_nc_gid=dcjVU7w6fWeCkUyrLmAiJQ&oh=00_AfjFQx9qiVdlNwjj4fYvQc-vB6FveKaAv_vY-xULPMbM8Q&oe=692A5BD2","# مشروع تشطيب فيلا جديدة في بنغازي

يسعدنا الإعلان عن إتمام تشطيب فيلا جديدة في بنغازي، حيث تم تنفيذ مجموعة من الميزات الحديثة 🏡 

البنود ✅ 
- تركيب كاميرات مراقبة لضمان الأمان
- جرس ذكي لتسهيل التواصل

فريقنا المتميز يضمن جودة التنفيذ والاحترافية في كل تفاصيل المشروع 💪 

 
📩 للتواصل معنا، يمكنكم إرسال رسالة عبر الصفحة أو الاتصال على الرقم: 0915564024 📞.
#الدرع_أمانك
#الدرع #بنغازي #ليبيا #شبكات #كاميرات #أجهزة_إنذار
with 8 Attachments: https://www.facebook.com/TheShieldLY/posts/pfbid0rUjHmsiiNhE1acpw3GQ61vV4YBJqtL8gs4NFEe6izCpvQwWnmEArVx5FDpDeGxxgl","","https://www.facebook.com/TheShieldLY/posts/pfbid0rUjHmsiiNhE1acpw3GQ61vV4YBJqtL8gs4NFEe6izCpvQwWnmEArVx5FDpDeGxxgl","2024-12-24 19:48:33","0","7","0"
"122127723332565306","61566959186323","The Shield","https://scontent.fcai19-8.fna.fbcdn.net/v/t39.30808-1/462238570_2634043523463216_981530655398363404_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=hjI0DBeyWnYQ7kNvwHXHKgA&_nc_oc=AdkqbHHu-ZWgc4QIGu8o_W2x2GZb3jBIoCX3qYSbIFhCMGIobCcYwILXLA5NGiXMmz8&_nc_zt=24&_nc_ht=scontent.fcai19-8.fna&_nc_gid=H1gFR7yVDgZQ0boJfmVpUQ&oh=00_Afgu-GhPzKpregukD8rMI01qfr-1aJKzu8iyEevHd-bGsA&oe=692A5BD2","فريق عمل شركة الدرع 🛡

✨ نفخر بوجود فريق عمل متميز ومتخصص يساهم في نجاح مشاريعنا في عدة مواقع 👷‍♂️👷‍♀️ 
👷‍♂️👷‍♀️ يتمتع كل فرد في فريقنا بالمهارات والخبرة اللازمة لضمان جودة التنفيذ والاحترافية في كل ما نقوم به.

🤝 نشكرهم على جهودهم المستمرة وإبداعهم الذي يساعدنا على تحقيق أهدافنا بنجاح.

📩 للتواصل معنا، يمكنكم إرسال رسالة عبر الصفحة أو الاتصال على الرقم: 0915564024 📞.
#الدرع_أمانك
#الدرع #بنغازي #ليبيا #شبكات #كاميرات #أجهزة_إنذار
with 4 Attachments: https://www.facebook.com/TheShieldLY/posts/pfbid02Yo8updk8Tvu8ZMK2XLKfo1rcCwoKkmr9PLvyxpL3xqiDapYdKhg5tQjCzDg8DT7ul","","https://www.facebook.com/TheShieldLY/posts/pfbid02Yo8updk8Tvu8ZMK2XLKfo1rcCwoKkmr9PLvyxpL3xqiDapYdKhg5tQjCzDg8DT7ul","2024-12-21 14:16:55","0","6","0"
"122125571588565306","61566959186323","The Shield","https://scontent.fcai19-8.fna.fbcdn.net/v/t39.30808-1/462238570_2634043523463216_981530655398363404_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=hjI0DBeyWnYQ7kNvwHXHKgA&_nc_oc=AdkqbHHu-ZWgc4QIGu8o_W2x2GZb3jBIoCX3qYSbIFhCMGIobCcYwILXLA5NGiXMmz8&_nc_zt=24&_nc_ht=scontent.fcai19-8.fna&_nc_gid=H1gFR7yVDgZQ0boJfmVpUQ&oh=00_Afgu-GhPzKpregukD8rMI01qfr-1aJKzu8iyEevHd-bGsA&oe=692A5BD2","تم بحمد الله من تشطيب 🎉 محل IDOL Fashion في سنتر أڤنيو 

الخدمات التي تم تنفيذها:
⚡ تأسيس الكهرباء والإضاءة
📹 تركيب كاميرات المراقبة
❄️ تركيب مكيفات مركزية
🌐 إنشاء شبكة الإنترنت
🔊 تنفيذ نظام الصوت
📺 تركيب نظام الستالايت
للتواصل معنا، يمكنكم إرسال رسالة عبر الصفحة 📩 
أو الاتصال على الرقم: 0915564024 📞

#الدرع_أمانك
#الدرع #بنغازي #ليبيا #شبكات #كاميرات #أجهزة_إنذار","","https://www.facebook.com/reel/897414315490472/","2024-12-12 16:28:01","1","6","0"
"122125190306565306","61566959186323","The Shield","https://scontent.fcai19-8.fna.fbcdn.net/v/t39.30808-1/462238570_2634043523463216_981530655398363404_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=hjI0DBeyWnYQ7kNvwHXHKgA&_nc_oc=AdkqbHHu-ZWgc4QIGu8o_W2x2GZb3jBIoCX3qYSbIFhCMGIobCcYwILXLA5NGiXMmz8&_nc_zt=24&_nc_ht=scontent.fcai19-8.fna&_nc_gid=H1gFR7yVDgZQ0boJfmVpUQ&oh=00_Afgu-GhPzKpregukD8rMI01qfr-1aJKzu8iyEevHd-bGsA&oe=692A5BD2","شركة الدرع – الخيار الأمثل 
مشروع محل IDOL Fashion
يسعدنا أن نعلن عن إتمام تشطيب محل IDOL Fashion في سنتر أڤنيو، الواجهة الجديدة لمدينة بنغازي.

الخدمات التي تم تنفيذها:
⚡ تأسيس الكهرباء والإضاءة
📹 تركيب كاميرات المراقبة
❄️ تركيب مكيفات مركزية
🌐 إنشاء شبكة الإنترنت
🔊 تنفيذ نظام الصوت
📺 تركيب نظام الستالايت
📩 للتواصل معنا، يمكنكم إرسال رسالة عبر الصفحة أو الاتصال على الرقم: 0915564024 📞.

#الدرع_أمانك
#الدرع #بنغازي #ليبيا #شبكات #كاميرات #أجهزة_إنذار
with 20 Attachments: https://www.facebook.com/TheShieldLY/posts/pfbid02w7H24FMTeMcFkN9nz1vAWGcssQvhKh3wk9FHBLPPr5xmm9iu5C1RdCCz3y4h7BvEl","","https://www.facebook.com/TheShieldLY/posts/pfbid02w7H24FMTeMcFkN9nz1vAWGcssQvhKh3wk9FHBLPPr5xmm9iu5C1RdCCz3y4h7BvEl","2024-12-10 22:06:47","0","4","0"
"122124715100565306","61566959186323","The Shield","https://scontent.fcai19-8.fna.fbcdn.net/v/t39.30808-1/462238570_2634043523463216_981530655398363404_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=hjI0DBeyWnYQ7kNvwHXHKgA&_nc_oc=AdkqbHHu-ZWgc4QIGu8o_W2x2GZb3jBIoCX3qYSbIFhCMGIobCcYwILXLA5NGiXMmz8&_nc_zt=24&_nc_ht=scontent.fcai19-8.fna&_nc_gid=QdYXdZoJLKus2VhNy09Tpg&oh=00_AfgXzO8PxPuIqwI9l6Z40SzhjXQrJIxgbmOCD7fDdQtb3g&oe=692A5BD2","في أحد المباني الحكومية 🏢، واجهت المؤسسة تحديًا كبيرًا بسبب طريقة تركيب غير صحيحة لشبكاتها. بعد الاستعانة بشركة أخرى، تبين أن الأمور ليست كما يجب، مما أدى إلى فوضى في التنظيم.

هنا جاءت شركة الدرع كالحل الأمثل.

🚫 قبل: فوضى من الكابلات والتوصيلات غير المرتبة والشبكة دائما لا تعمل.
✅ بعد: تنظيم احترافي يضمن أداءً أفضل وسهولة في الصيانة وشبكة تعمل بدون.

📩 للتواصل معنا، يمكنكم إرسال رسالة عبر الصفحة 
أو الاتصال على الرقم 0915564024 📞.
#الدرع_أمانك
#الدرع #بنغازي #ليبيا #شبكات #كاميرات #أجهزة_إنذار
with a Photo: https://www.facebook.com/photo/?fbid=122124670028565306&set=a.122096861504565306","","https://www.facebook.com/TheShieldLY/posts/pfbid02Kup5Hn6Mdd7Yew2gu7McSD3QbZ1qTwCDENGBeFwnAXXqGTzbDtDCEe8AW2m5C8hEl","2024-12-08 18:46:38","0","7","0"
"122123550374565306","61566959186323","The Shield","https://scontent.fcai19-8.fna.fbcdn.net/v/t39.30808-1/462238570_2634043523463216_981530655398363404_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=hjI0DBeyWnYQ7kNvwHXHKgA&_nc_oc=AdkqbHHu-ZWgc4QIGu8o_W2x2GZb3jBIoCX3qYSbIFhCMGIobCcYwILXLA5NGiXMmz8&_nc_zt=24&_nc_ht=scontent.fcai19-8.fna&_nc_gid=QdYXdZoJLKus2VhNy09Tpg&oh=00_AfgXzO8PxPuIqwI9l6Z40SzhjXQrJIxgbmOCD7fDdQtb3g&oe=692A5BD2","📸 صور لفرع محل هزار الجديد!
بحمد الله، تم الانتهاء من تشطيب الفرع الجديد في 📍 أفنيو سنتر🏢.

تابعونا لمزيد من المشاريع....

البنود التي تم تنفيذها:
⚡ تأسيس الكهرباء والإضاءة
📹 تركيب كاميرات المراقبة
❄️ تركيب مكيفات مركزية
🌐 إنشاء شبكة الإنترنت
🔊 تنفيذ منظومة الصوت
📺 تركيب منظومة الستالايت

📩 للتواصل معنا، يمكنكم إرسال رسالة عبر الصفحة 
أو الاتصال على الرقم 0915564024 📞.

#الدرع_أمانك
#الدرع #بنغازي #ليبيا #شبكات #كاميرات #أجهزة_إنذار
with 10 Attachments: https://www.facebook.com/TheShieldLY/posts/pfbid03ge7kQgnNiMv5B6NxGZwUzxJjpSvTU2hSAY6RyT56R6E8cVLZ1UCWQRZffxYydVNl","","https://www.facebook.com/TheShieldLY/posts/pfbid03ge7kQgnNiMv5B6NxGZwUzxJjpSvTU2hSAY6RyT56R6E8cVLZ1UCWQRZffxYydVNl","2024-12-03 19:57:53","1","4","0"
"122122273082565306","61566959186323","The Shield","https://scontent.fcai19-8.fna.fbcdn.net/v/t39.30808-1/462238570_2634043523463216_981530655398363404_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=hjI0DBeyWnYQ7kNvwHXHKgA&_nc_oc=AdkqbHHu-ZWgc4QIGu8o_W2x2GZb3jBIoCX3qYSbIFhCMGIobCcYwILXLA5NGiXMmz8&_nc_zt=24&_nc_ht=scontent.fcai19-8.fna&_nc_gid=QdYXdZoJLKus2VhNy09Tpg&oh=00_AfgXzO8PxPuIqwI9l6Z40SzhjXQrJIxgbmOCD7fDdQtb3g&oe=692A5BD2","الف مبروك أفتتاح فرعكم الجديد🥳

ونشكركم لثقتكم في شركتنا في المشاركة في تشطيب الفرع الجديد🛡️
with a Facebook Post: https://www.facebook.com/permalink.php?story_fbid=pfbid02Bb6yHzAWEqWVcZSyhh7AvTepqpyiSKYkYzY1Yu69UMVQCcFwHWuBhfuFZxAzgrwUl&id=100064773934062","","https://www.facebook.com/TheShieldLY/posts/pfbid0CAddHRmUgPnXKmcw8RqbAiXWufe16zKZCtmNfkjNiMaiic38bFfeeWYXDwkTFt3vl","2024-11-28 19:00:34","0","3","0"
"122121993710565306","61566959186323","The Shield","https://scontent.fcai19-8.fna.fbcdn.net/v/t39.30808-1/462238570_2634043523463216_981530655398363404_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=hjI0DBeyWnYQ7kNvwHXHKgA&_nc_oc=AdkqbHHu-ZWgc4QIGu8o_W2x2GZb3jBIoCX3qYSbIFhCMGIobCcYwILXLA5NGiXMmz8&_nc_zt=24&_nc_ht=scontent.fcai19-8.fna&_nc_gid=sUzoEC8o6VJdDd416b-_jA&oh=00_AfhlwV9GPfTVlGe1sJvd5XirPpkjfRz3TsiVcAuXol7Mhg&oe=692A5BD2","🚧 بداية جديدة مع شركة الدرع 🛡
نحن متحمسون للإعلان عن مشروعنا الجديد في إعادة تأسيس عمارة في مدينة بنغازي📍 في شارع دبي! 🏙️✨

ماذا يتضمن المشروع؟

⚡ تأسيس الكهرباء: لضمان إضاءة مثالية وراحة تامة.
🌐 شبكة الإنترنت: لتبقى متصلاً في كل الأوقات.
📺 الستالايت: للاستمتاع بأفضل الترفيه.

مع فريقنا من المهندسين المتميزين ذوي الخبرة العالية، نعدكم بتقديم أعلى مستويات الجودة والابتكار في كل تفاصيل المشروع🛡

🚨انتظرونا بعد الأنتهاء بعون الله من التشطيب 

للتواصل معنا عبر رسائل الصفحة  📩
او عبر الاتصال 0915564024 📞
#الدرع_أمانك 
#الدرع  #بنغازي #ليبيا #شبكات #كامرات #اجهزة_انذار 
#LibyaBuildBenghazi2024 
#TheShield  #benghazi #it #network
with 11 Attachments: https://www.facebook.com/TheShieldLY/posts/pfbid02wyQPL38uvdVYsHQgYCQiFYWSg9sWaPiQSV2rkqkgGJQTcoGsYmKEH8soX533Ejj7l","","https://www.facebook.com/TheShieldLY/posts/pfbid02wyQPL38uvdVYsHQgYCQiFYWSg9sWaPiQSV2rkqkgGJQTcoGsYmKEH8soX533Ejj7l","2024-11-27 19:58:17","3","9","0"
"122121142928565306","61566959186323","The Shield","https://scontent.fcai19-8.fna.fbcdn.net/v/t39.30808-1/462238570_2634043523463216_981530655398363404_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=hjI0DBeyWnYQ7kNvwHXHKgA&_nc_oc=AdkqbHHu-ZWgc4QIGu8o_W2x2GZb3jBIoCX3qYSbIFhCMGIobCcYwILXLA5NGiXMmz8&_nc_zt=24&_nc_ht=scontent.fcai19-8.fna&_nc_gid=sUzoEC8o6VJdDd416b-_jA&oh=00_AfhlwV9GPfTVlGe1sJvd5XirPpkjfRz3TsiVcAuXol7Mhg&oe=692A5BD2","يسعدنا أن نعلن عن الانتهاء من تشطيب محل هزار لملابس الأطفال لفرعه الجديد بحمد الله.

البنود التي تم تنفيذها:
⚡ تأسيس الكهرباء والإضاءة
📹 تركيب كاميرات المراقبة
❄️ تركيب مكيفات مركزية
🌐 إنشاء شبكة الإنترنت
🔊 تنفيذ منظومة الصوت
📺 تركيب منظومة الستالايت

📩 للتواصل معنا، يمكنكم إرسال رسالة عبر الصفحة أو الاتصال على الرقم 0915564024 📞.

#الدرع_أمانك
#الدرع #بنغازي #ليبيا #شبكات #كاميرات #أجهزة_إنذار","","https://www.facebook.com/reel/1087934022556076/","2024-11-24 19:59:53","1","105","0"
"122116722536565306","61566959186323","The Shield","https://scontent.fcai19-8.fna.fbcdn.net/v/t39.30808-1/462238570_2634043523463216_981530655398363404_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=hjI0DBeyWnYQ7kNvwHXHKgA&_nc_oc=AdkqbHHu-ZWgc4QIGu8o_W2x2GZb3jBIoCX3qYSbIFhCMGIobCcYwILXLA5NGiXMmz8&_nc_zt=24&_nc_ht=scontent.fcai19-8.fna&_nc_gid=sUzoEC8o6VJdDd416b-_jA&oh=00_AfhlwV9GPfTVlGe1sJvd5XirPpkjfRz3TsiVcAuXol7Mhg&oe=692A5BD2","مع انتهاء معرض Libya Build بنجاح باهر  لهذه النسخة ,كان فريقنا يعمل ليل نهار 🌙💪  لإتمام جناح شركائنا الاعزاء عالم الجبال - Alam Elgebal  

شاهدوا معنا بعض التفاصيل الرائعة من جناحهم 🤩

التصميم المعماري: م.صابر الزوي
تنفيذ الإضاءة والكهرباء: م. صالح المنصوري

للتواصل معنا عبر رسائل الصفحة  📩
او عبر الاتصال 0915564024 📞

#الدرع_أمانك 
#الدرع  #بنغازي #ليبيا #شبكات #كامرات #اجهزة_انذار 
#LibyaBuildBenghazi2024 
#TheShield  #benghazi #it #network
with 13 Attachments: https://www.facebook.com/TheShieldLY/posts/pfbid02t6eexBXqBZ9xh6bgKSUkn8zHMkad6zH4BpgbCTrAyPd5q8SBah6or8SBdirovzq4l","","https://www.facebook.com/TheShieldLY/posts/pfbid02t6eexBXqBZ9xh6bgKSUkn8zHMkad6zH4BpgbCTrAyPd5q8SBah6or8SBdirovzq4l","2024-11-09 19:11:01","4","6","0"
"122115618566565306","61566959186323","The Shield","https://scontent.fcai19-8.fna.fbcdn.net/v/t39.30808-1/462238570_2634043523463216_981530655398363404_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=hjI0DBeyWnYQ7kNvwHXHKgA&_nc_oc=AdkqbHHu-ZWgc4QIGu8o_W2x2GZb3jBIoCX3qYSbIFhCMGIobCcYwILXLA5NGiXMmz8&_nc_zt=24&_nc_ht=scontent.fcai19-8.fna&_nc_gid=AdCxXjYGGAXsEWeVSaGLHw&oh=00_AfgP1CBCP46bkSQZ7L2MGrpdCVyoSqx6CH_erNa58m1lpA&oe=692A5BD2","نحن فخورون بمشاركتنا في تنفيذ جناح شركة عالم الجبال في معرض Libya Build 

التصميم المعماري: م.صابر الزوي
تنفيذ الإضاءة والكهرباء: م. صالح المنصوري

للتواصل معنا عبر رسائل الصفحة  📩
او عبر الاتصال 0915564024 📞

#الدرع_أمانك 
#الدرع  #بنغازي #ليبيا #شبكات #كامرات #اجهزة_انذار 
#LibyaBuildBenghazi2024 
#TheShield  #benghazi #it #network
with a video: https://www.facebook.com/TheShieldLY/videos/1314485729721185/","","https://www.facebook.com/TheShieldLY/videos/1314485729721185/","2024-11-05 23:37:41","2","6","0"
"122113202990565306","61566959186323","The Shield","https://scontent.fcai19-8.fna.fbcdn.net/v/t39.30808-1/462238570_2634043523463216_981530655398363404_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=hjI0DBeyWnYQ7kNvwHXHKgA&_nc_oc=AdkqbHHu-ZWgc4QIGu8o_W2x2GZb3jBIoCX3qYSbIFhCMGIobCcYwILXLA5NGiXMmz8&_nc_zt=24&_nc_ht=scontent.fcai19-8.fna&_nc_gid=AdCxXjYGGAXsEWeVSaGLHw&oh=00_AfgP1CBCP46bkSQZ7L2MGrpdCVyoSqx6CH_erNa58m1lpA&oe=692A5BD2","الكاميرات الأمنية: حمايتك أولويتنا

تعتبر الكاميرات الأمنية أحد أهم عناصر أنظمة الحماية المتكاملة. إليك بعض النقاط المهمة حولها:

رؤية واضحة 24/7: توفر الكاميرات إمكانية المراقبة على مدار الساعة.
تقنيات متقدمة: تتميز الكاميرات الحديثة بتقنيات مثل الرؤية الليلية،  وتخزين السحابي.
سهولة الوصول: يمكنك مشاهدة البث المباشر من الكاميرات عبر الهواتف الذكية أو أجهزة الكمبيوتر.

لماذا تختار الكاميرات من شركة الدرع؟

خبرة موثوقة: نحن نضمن لك حلولاً متكاملة مصممة خصيصًا لتلبية احتياجاتك.
دعم فني مستمر: نقدم لك الدعم الفني والصيانة لضمان عمل الأنظمة بكفاءة عالية.

للتواصل معنا عبر رسائل الصفحة  📩
او عبر الاتصال 0915564024 📞

#الدرع_أمانك 

#الدرع  #بنغازي #ليبيا #شبكات #كامرات #اجهزة_انذار 
#TheShield  #benghazi #it #network
with a Photo: https://www.facebook.com/photo/?fbid=122113191506565306&set=a.122096861504565306","","https://www.facebook.com/TheShieldLY/posts/pfbid07QSUAt3SqH9SfFesyRrisfzBPbiZPEZM9UuYcJVbg86BMHcHUj7BupU3nXVT91ytl","2024-10-28 22:45:45","0","6","0"
